,shortName,sector,industry,market,price,priceCurrency,sharesOutstanding,reportCurrency,fxRate,lastFiscalYearEnd,mostRecentQuarter,lastDividend,lastBuyback,totalAssets,currentAssets,currentLiabilities,totalAssets_-1,currentAssets_-1,currentLiabilities_-1,cashAndCashEquivalents,otherShortTermInvestments,cashAndCashEquivalents_-1,otherShortTermInvestments_-1,currentDebtAndCapitalLease,currentCapitalLease,currentDebtAndCapitalLease_-1,currentCapitalLease_-1,longTermDebtAndCapitalLease,longTermCapitalLease,longTermDebtAndCapitalLease_-1,longTermCapitalLease_-1,totalEquityAndMinorityInterest,commonStockEquity,totalEquityAndMinorityInterest_-1,commonStockEquity_-1,investmentProperties,longTermEquityInvestment,longTermFinancialAssets,investmentProperties_-1,longTermEquityInvestment_-1,longTermFinancialAssets_-1,netPPE,totalRevenue,costOfRevenue,sellingGeneralAndAdministration,netPPE_-1,totalRevenue_-1,costOfRevenue_-1,sellingGeneralAndAdministration_-1,netIncomeCommonStockholders,interestPaidCfo,interestPaidCff,netIncomeCommonStockholders_-1,interestPaidCfo_-1,interestPaidCff_-1,cfo,cfi,cff,endCashPosition,cfo_-1,cfi_-1,cff_-1,endCashPosition_-1
0895.HK,DONGJIANG ENV,Industrials,Waste Management,hk_market,2.569999933242798,HKD,200138000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,1.1619080684327814,0.0,12492384235.57,3572115945.84,4067127662.19,12061665703.18,3115780599.15,3615749724.0,1019340092.93,0.0,670450182.42,0.0,1678450863.57,0.0,1694490914.61,0.0,2799065121.34,2362308.39,2641247762.82,2737533.2,5228998607.64,4467151631.92,5406289579.13,4577068938.17,456662610.0,297351147.73,4242896.51,456662610.0,295854558.4,4242896.51,5426695049.05,4015230391.93,2911653395.51,237707071.64,5461957337.03,3315021211.14,2183947486.62,219186174.66,160744963.02,0.0,0.0,303160989.32,0.0,0.0,390959322.29,-1332842874.48,809708310.66,521425187.03,974142244.55,-931696605.76,-486018834.62,653578988.47
0896.HK,HANISON,Industrials,Engineering & Construction,hk_market,1.159999966621399,HKD,1103040000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.07516953147664636,0.0,6309960000.0,1858793000.0,1060594000.0,6718801000.0,2109873000.0,1317260000.0,578268000.0,352000.0,602528000.0,346000.0,497166000.0,2801000.0,647843000.0,3478000.0,1134547000.0,3478000.0,1151203000.0,4168000.0,4079516000.0,4079516000.0,4216438000.0,4216438000.0,3052240000.0,124058000.0,0.0,3140000000.0,196735000.0,0.0,310444000.0,1438340000.0,1299021000.0,203343000.0,297069000.0,1451560000.0,1314320000.0,195425000.0,154343000.0,-40964000.0,0.0,274986000.0,-39313000.0,0.0,-178521000.0,1209426000.0,-1127967000.0,609330000.0,-844414000.0,764885000.0,539785000.0,706389000.0
0897.HK,WAI YUEN TONG,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,0.3149999976158142,HKD,1204640000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,6914201000.0,2599038000.0,1542735000.0,7597713000.0,2888706000.0,1881314000.0,584962000.0,50036000.0,510146000.0,125187000.0,654516000.0,117072000.0,763314000.0,123052000.0,1215310000.0,0.0,1040900000.0,0.0,3530295000.0,2261787000.0,3960611000.0,2515798000.0,3114566000.0,4526000.0,143220000.0,3562503000.0,3804000.0,147126000.0,1011774000.0,1391411000.0,821021000.0,499195000.0,956400000.0,1108565000.0,663283000.0,429264000.0,-108912000.0,0.0,-58464000.0,-375995000.0,0.0,-84394000.0,152271000.0,22161000.0,-204413000.0,510146000.0,412551000.0,-64488000.0,-350876000.0,507234000.0
0898.HK,MULTIFIELD INTL,Real Estate,Real Estate Services,hk_market,1.0,HKD,836073984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.04499960615925588,0.0,13700404000.0,2180859000.0,2091343000.0,13337239000.0,1836893000.0,1812528000.0,801440000.0,832234000.0,462389000.0,828301000.0,1777000000.0,0.0,1487000000.0,0.0,0.0,0.0,0.0,0.0,9937155000.0,8142953000.0,9853389000.0,8075608000.0,11252858000.0,0.0,0.0,11470206000.0,0.0,0.0,266357000.0,268262000.0,52094000.0,40490000.0,29462000.0,78011000.0,50703000.0,44378000.0,421295000.0,0.0,-16501000.0,37355000.0,0.0,-31296000.0,191556000.0,15859000.0,-202389000.0,462389000.0,172060000.0,2865000.0,-243663000.0,466777000.0
0899.HK,ASIA RESOURCES,Real Estate,Real Estate—Diversified,hk_market,0.22499999403953552,HKD,861169024,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,1965413000.0,307922000.0,152158000.0,1911672000.0,918275000.0,163001000.0,42368000.0,2072000.0,18232000.0,2036000.0,972000.0,972000.0,1543000.0,1543000.0,0.0,0.0,352000.0,352000.0,1656932000.0,1569984000.0,1733173000.0,1645363000.0,1173129000.0,140366000.0,0.0,506805000.0,147000000.0,0.0,48064000.0,21200000.0,4136000.0,29778000.0,42032000.0,32920000.0,16471000.0,28918000.0,-361642000.0,-185000.0,0.0,91264000.0,-169000.0,-256000.0,7896000.0,-7651000.0,-1777000.0,18232000.0,-28659000.0,2329000.0,-2947000.0,19034000.0
0900.HK,AEON CREDIT,Financial Services,Credit Services,hk_market,5.110000133514404,HKD,418766016,HKD,1.0,1970-01-01 00:00:01.646006400,1669766400.0,0.39999902952965505,0.0,5528319000.0,0.0,0.0,5089556000.0,0.0,0.0,486462000.0,0.0,650347000.0,0.0,0.0,0.0,0.0,0.0,1393785000.0,0.0,1141728000.0,0.0,3750440000.0,3750440000.0,3633542000.0,3633542000.0,0.0,0.0,0.0,0.0,0.0,0.0,148555000.0,1020671000.0,0.0,265344000.0,159174000.0,1065564000.0,0.0,226769000.0,342592000.0,-30370000.0,0.0,301575000.0,-43968000.0,0.0,74393000.0,-51979000.0,-298932000.0,588963000.0,1088110000.0,37045000.0,-1030702000.0,864964000.0
0902.HK,HUANENG POWER,Utilities,Utilities—Independent Power Producers,hk_market,4.170000076293945,HKD,4700380160,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,3.2124791225397393,0.0,486109693071.0,82786159940.0,168917397681.0,479807372211.0,81193245563.0,166955340309.0,17061961372.0,0.0,15582950647.0,0.0,106234562757.0,0.0,112475866822.0,0.0,190145847012.0,4884641732.0,185739213855.0,4921929966.0,119795849333.0,102397165148.0,119671227425.0,102069275627.0,630887748.0,23511493328.0,722205073.0,623377877.0,23228530159.0,722205073.0,328143068723.0,204605083056.0,205281127738.0,1367964484.0,324965412260.0,169439187471.0,139881388454.0,1136939462.0,-10264365567.0,0.0,-12274217000.0,4564989863.0,0.0,-11586250000.0,6032840715.0,-42657025586.0,39767032888.0,15554825027.0,42049806396.0,-42067141976.0,1519342713.0,13257892557.0
0906.HK,COFCO PACKAGING,Consumer Cyclical,Packaging & Containers,hk_market,4.510000228881836,HKD,1113420032,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.26000071103444994,-0.0,13486682000.0,7144396000.0,6280666000.0,12991814000.0,6766719000.0,4891907000.0,1809552000.0,0.0,1917295000.0,0.0,3580303000.0,14614000.0,2084655000.0,13510000.0,1353180000.0,62226000.0,2205513000.0,62376000.0,5791831000.0,5449332000.0,5819039000.0,5477698000.0,0.0,20592000.0,0.0,0.0,14259000.0,0.0,6004315000.0,9566382000.0,8236171000.0,841775000.0,5880193000.0,7344747000.0,6181523000.0,664505000.0,462498000.0,-71080000.0,-2000000.0,389388000.0,-97156000.0,-1907000.0,652227000.0,-510068000.0,-161507000.0,1917295000.0,966555000.0,478148000.0,-176024000.0,1944230000.0
0907.HK,ELEGANCEOPTICAL,Healthcare,Medical Instruments & Supplies,hk_market,0.4650000035762787,HKD,872864000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,220755000.0,75491000.0,69673000.0,263011000.0,110393000.0,94648000.0,16818000.0,17004000.0,18770000.0,19748000.0,607000.0,607000.0,15285000.0,676000.0,19046000.0,19046000.0,18977000.0,18977000.0,129649000.0,152185000.0,146795000.0,163204000.0,58384000.0,40125000.0,0.0,59330000.0,41000000.0,0.0,46755000.0,56800000.0,50504000.0,35094000.0,52288000.0,53930000.0,46173000.0,42692000.0,-177076000.0,-1722000.0,0.0,-15274000.0,-3058000.0,0.0,-28453000.0,16809000.0,-9788000.0,18770000.0,-58355000.0,19355000.0,50173000.0,40078000.0
0909.HK,MING YUAN CLOUD,Technology,Software—Application,hk_market,6.400000095367432,HKD,1915399936,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.06678135338519715,0.0,6525690000.0,5482591000.0,817691000.0,6972797000.0,6313699000.0,948451000.0,2375141000.0,2471339000.0,2017356000.0,3785187000.0,50894000.0,50894000.0,41421000.0,41421000.0,191168000.0,191168000.0,61620000.0,61620000.0,5484333000.0,5489744000.0,5930176000.0,5933331000.0,45726000.0,10406000.0,66412000.0,46272000.0,10986000.0,26940000.0,642072000.0,2184490000.0,433361000.0,1899985000.0,420496000.0,1705276000.0,365554000.0,798084000.0,-343982000.0,0.0,-3132000.0,-704482000.0,0.0,-2058000.0,89154000.0,-1961952000.0,-816311000.0,2017356000.0,405942000.0,-2051103000.0,5888596000.0,4759384000.0
0910.HK,CHINA SANDI,Real Estate,Real Estate—Development,hk_market,0.20000000298023224,HKD,5088209920,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,30215606000.0,19484750000.0,16334882000.0,29988698000.0,19305479000.0,15740603000.0,444577000.0,0.0,592854000.0,0.0,1590330000.0,0.0,1798570000.0,0.0,6800851000.0,0.0,7206992000.0,0.0,5219598000.0,4962574000.0,5105661000.0,4836052000.0,10617760000.0,0.0,0.0,10564740000.0,0.0,0.0,56723000.0,2927554000.0,2113085000.0,432395000.0,62106000.0,3225088000.0,2084160000.0,409388000.0,169707000.0,0.0,-684964000.0,420503000.0,0.0,-443056000.0,1452725000.0,-1246974000.0,-444234000.0,592854000.0,-3387723000.0,-683018000.0,4196695000.0,838036000.0
0911.HK,QIANHAI HEALTH,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,0.10000000149011612,HKD,1694450048,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,718320000.0,671898000.0,28179000.0,738626000.0,690540000.0,68093000.0,163428000.0,0.0,2470000.0,0.0,306000.0,306000.0,7831000.0,666000.0,0.0,0.0,0.0,0.0,690141000.0,690141000.0,670533000.0,670533000.0,0.0,0.0,0.0,0.0,0.0,0.0,28872000.0,283398000.0,267360000.0,20674000.0,30086000.0,760721000.0,715593000.0,25313000.0,-888000.0,0.0,-530000.0,-804000.0,0.0,-2311000.0,-44177000.0,46841000.0,-16559000.0,2470000.0,-70886000.0,122433000.0,-55194000.0,16365000.0
0912.HK,SUGA INT'L,Technology,Consumer Electronics,hk_market,1.4700000286102295,HKD,284790016,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.1699989370413884,0.0,1270230000.0,888151000.0,455090000.0,1333256000.0,899211000.0,500798000.0,158039000.0,48000.0,141657000.0,91000.0,149626000.0,1235000.0,186541000.0,1791000.0,27846000.0,1531000.0,22411000.0,1161000.0,787067000.0,785266000.0,809959000.0,808441000.0,0.0,13618000.0,5996000.0,0.0,23675000.0,5888000.0,287877000.0,1855875000.0,1598142000.0,191667000.0,317492000.0,2101573000.0,1814939000.0,189828000.0,56465000.0,-2997000.0,0.0,79274000.0,-2713000.0,0.0,49974000.0,-53896000.0,17116000.0,141657000.0,55328000.0,-86854000.0,17784000.0,127790000.0
0914.HK,CONCH CEMENT,Basic Materials,Building Materials,hk_market,28.899999618530273,HKD,1299600000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,8.873939293628808,0.0,233767150368.0,105591153342.0,34591685357.0,228953931882.0,105426207173.0,32420868951.0,66138464207.0,8900417429.0,65691796162.0,9362828183.0,13172502377.0,0.0,14234450776.0,0.0,7113614790.0,49188126.0,6409718086.0,52949722.0,189717823970.0,180629259714.0,187840438198.0,179102544359.0,73195293.0,5939554665.0,4257163738.0,74738647.0,6124939737.0,4658421483.0,81181205904.0,167952663813.0,118181223177.0,4457622302.0,78799530423.0,176242682223.0,124847626626.0,5212648589.0,33267069391.0,0.0,0.0,35129690970.0,0.0,0.0,33900528874.0,-21666962607.0,-11604468025.0,17377513848.0,34797212544.0,-26772878886.0,-13262021473.0,16676384059.0
0915.HK,DAOHE GLOBAL,Consumer Cyclical,Specialty Retail,hk_market,0.09200000017881393,HKD,1509590016,USD,7.849506696065267,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,29528000.0,27203000.0,17091000.0,30848000.0,29090000.0,19091000.0,15628000.0,0.0,16104000.0,0.0,5823000.0,1043000.0,5972000.0,955000.0,1008000.0,1008000.0,392000.0,392000.0,11202000.0,11202000.0,10959000.0,10959000.0,0.0,0.0,135000.0,0.0,0.0,135000.0,2000000.0,62639000.0,41727000.0,17612000.0,1341000.0,42654000.0,29921000.0,16945000.0,4086000.0,-74000.0,-28000.0,-3477000.0,-55000.0,-32000.0,4593000.0,-82000.0,-888000.0,16104000.0,191000.0,-1005000.0,-229000.0,12249000.0
0916.HK,CHINA LONGYUAN,Utilities,Utilities—Renewable,hk_market,11.399999618530273,HKD,3340029952,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,1.3164427933219924,0.0,213784472255.83,50909818736.42,64073484199.28,216359716871.9,50766245706.91,67921399213.12,14005348763.73,443142700.12,15094855263.04,760550365.59,28882529853.52,0.0,34364595637.18,0.0,67245399216.29,874207974.73,67110040433.57,884550399.69,81399960529.28,70003707632.81,80207843778.94,69070982293.16,19073309.13,4139990522.37,325981765.83,19299351.48,4196537293.86,326596528.54,145765854193.01,37208491000.16,24235656511.61,132605469.13,148887763926.09,28807119105.18,18085063595.02,366035146.6,6404178984.07,0.0,0.0,4977377854.94,0.0,-3234741000.0,16755015206.73,-18467231798.97,94538799.26,3615509000.0,12273195998.76,-19441038389.8,9459442840.02,5226331792.85
0918.HK,STATE EN ASSETS,Consumer Cyclical,Apparel Manufacturing,hk_market,0.20200000703334808,HKD,773659008,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,514447000.0,365155000.0,220407000.0,409045000.0,271645000.0,106579000.0,44930000.0,606000.0,66145000.0,0.0,29936000.0,163000.0,5413000.0,413000.0,0.0,0.0,0.0,0.0,291480000.0,291480000.0,300266000.0,300266000.0,106306000.0,0.0,0.0,104979000.0,0.0,0.0,34729000.0,207226000.0,172081000.0,16663000.0,32421000.0,276890000.0,230439000.0,25728000.0,-11716000.0,0.0,-2838000.0,7614000.0,0.0,-950000.0,-17625000.0,-212000.0,12829000.0,7609000.0,-15193000.0,-4579000.0,14692000.0,12272000.0
0919.HK,MODERNHEALTHTEC,Consumer Cyclical,Personal Services,hk_market,0.1599999964237213,HKD,904483968,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,584887000.0,383662000.0,306020000.0,570963000.0,359716000.0,338557000.0,141747000.0,5191000.0,122039000.0,5494000.0,43091000.0,43091000.0,56441000.0,56441000.0,16164000.0,16164000.0,8571000.0,8571000.0,262073000.0,258139000.0,223209000.0,219580000.0,43941000.0,0.0,0.0,50390000.0,0.0,0.0,143668000.0,355591000.0,14069000.0,29711000.0,150654000.0,431451000.0,13777000.0,2864000.0,-68808000.0,0.0,-2098000.0,125723000.0,0.0,-3560000.0,51306000.0,-79960000.0,-78460000.0,122039000.0,123878000.0,-2851000.0,-77890000.0,228865000.0
0921.HK,HISENSE HA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",hk_market,11.220000267028809,HKD,459590016,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,1.1321683769779716,0.0,55764948014.37,38365519885.61,37371220415.64,55639093947.5,40012507414.31,37352038099.23,6639404585.55,7446321415.89,7798340633.53,5126053140.56,1527134061.25,0.0,1752377749.02,0.0,305144883.81,283038037.67,332242207.6,306747814.89,16253858644.65,11163835980.94,16149104862.63,10714177111.72,190763276.7,1590005373.3,34512279.07,195823878.78,1523597066.54,34918015.38,6080833104.05,67562603666.81,54250065251.13,8998889872.53,6038171200.52,48392870703.11,36756301476.78,7510552621.63,972581491.39,0.0,0.0,1578882732.14,0.0,0.0,4313780760.27,-4423288521.06,1474922727.52,2879176794.68,5962707809.84,-3900554598.52,-2512457690.93,1617202572.26
0922.HK,ANXIANYUAN CH,Consumer Cyclical,Personal Services,hk_market,0.16500000655651093,HKD,2221360128,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.019000070933117966,0.0,1233522000.0,510880000.0,152676000.0,1339661000.0,523414000.0,140892000.0,241488000.0,0.0,209865000.0,0.0,11903000.0,471000.0,13118000.0,788000.0,23885000.0,91000.0,36332000.0,130000.0,914613000.0,879891000.0,1003919000.0,965288000.0,0.0,2128000.0,0.0,0.0,2282000.0,2282000.0,292454000.0,310947000.0,88297000.0,117504000.0,334396000.0,298742000.0,83831000.0,103753000.0,73125000.0,-5068000.0,0.0,80295000.0,-7327000.0,0.0,65987000.0,522000.0,-131302000.0,209865000.0,106587000.0,-4983000.0,63927000.0,255936000.0
0923.HK,IWS,Industrials,Waste Management,hk_market,0.050999999046325684,HKD,4823009792,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,812208000.0,161288000.0,13975000.0,833028000.0,156019000.0,13716000.0,79602000.0,0.0,76462000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798233000.0,797849000.0,819312000.0,818341000.0,0.0,76482000.0,0.0,0.0,89916000.0,0.0,574350000.0,42124000.0,16964000.0,76466000.0,587091000.0,51326000.0,22241000.0,81160000.0,-27579000.0,0.0,-4000.0,-23893000.0,0.0,-68000.0,-16753000.0,14077000.0,806000.0,76462000.0,-7093000.0,-13823000.0,286000.0,78332000.0
0924.HK,KHOON GROUP,Industrials,Engineering & Construction,hk_market,0.6000000238418579,HKD,1000000000,SGD,5.913609663645427,1970-01-01 00:00:01.656547200,1656547200.0,0.0,0.0,50670917.0,49166138.0,12753394.0,55950694.0,54480071.0,17543994.0,12935125.0,0.0,17509571.0,0.0,130030.0,130030.0,84486.0,84486.0,137463.0,137463.0,149053.0,149053.0,37744831.0,37744831.0,38216366.0,38216366.0,823868.0,0.0,0.0,831879.0,0.0,0.0,577943.0,23058355.0,21630075.0,2805560.0,638744.0,26303945.0,24069105.0,2660698.0,-617843.0,0.0,-4565.0,-183125.0,0.0,-3553.0,-4979242.0,-15721.0,-132946.0,12935125.0,-2730592.0,5503542.0,-153373.0,17747818.0
0925.HK,BJ PROPERTIES,Industrials,Conglomerates,hk_market,0.07800000160932541,HKD,6969330176,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,20115137000.0,9443215000.0,11144549000.0,22022530000.0,7655627000.0,5833020000.0,772230000.0,0.0,1087321000.0,0.0,7482818000.0,0.0,2364872000.0,0.0,1860247000.0,0.0,8363199000.0,0.0,5355200000.0,3006639000.0,5651687000.0,3409099000.0,8987151000.0,868808000.0,177969000.0,12624964000.0,913068000.0,20881000.0,587015000.0,710817000.0,264115000.0,197321000.0,624244000.0,688365000.0,343077000.0,208135000.0,-373982000.0,0.0,-507375000.0,-270634000.0,0.0,-559083000.0,-241467000.0,84597000.0,567034000.0,1266771000.0,-328633000.0,-323332000.0,324020000.0,841358000.0
0926.HK,BESUNYEN,Consumer Defensive,Packaged Foods,hk_market,2.5199999809265137,HKD,122266000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.40390623722048646,0.0,1540644000.0,615201000.0,364724000.0,1642132000.0,624578000.0,395816000.0,261659000.0,563000.0,216042000.0,10563000.0,177248000.0,9756000.0,171807000.0,21057000.0,74200000.0,10026000.0,114807000.0,21877000.0,1021780000.0,820896000.0,1055390000.0,827517000.0,0.0,35852000.0,47059000.0,0.0,44971000.0,38656000.0,432547000.0,1101150000.0,402600000.0,617721000.0,455294000.0,1292711000.0,379385000.0,752013000.0,-145713000.0,0.0,-6844000.0,45479000.0,0.0,-5081000.0,-145518000.0,-188354000.0,6316000.0,216042000.0,75147000.0,170851000.0,43138000.0,543822000.0
0927.HK,FUJIKON IND,Technology,Consumer Electronics,hk_market,0.7699999809265137,HKD,425839008,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.040001032502874886,0.0,915351000.0,791208000.0,256005000.0,912189000.0,786169000.0,224541000.0,354522000.0,814000.0,369862000.0,1031000.0,8987000.0,8987000.0,5775000.0,5775000.0,7236000.0,7236000.0,2783000.0,2783000.0,650898000.0,573112000.0,683695000.0,614030000.0,1600000.0,0.0,3734000.0,1600000.0,0.0,3973000.0,109775000.0,878267000.0,763012000.0,144864000.0,106515000.0,890820000.0,717784000.0,132332000.0,-37073000.0,-18000.0,-219000.0,10266000.0,-12000.0,-222000.0,-86915000.0,-10781000.0,-24944000.0,369862000.0,105131000.0,-5594000.0,-44003000.0,487350000.0
0928.HK,LIFE HEALTHCARE,Healthcare,Diagnostics & Research,hk_market,0.09099999815225601,HKD,1542019968,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,294463000.0,266474000.0,29098000.0,302940000.0,197048000.0,39383000.0,112152000.0,0.0,37402000.0,0.0,1940000.0,1940000.0,249000.0,249000.0,3348000.0,3348000.0,173000.0,173000.0,262017000.0,261199000.0,263384000.0,262283000.0,0.0,0.0,1899000.0,0.0,67814000.0,37258000.0,26090000.0,92873000.0,79119000.0,45415000.0,820000.0,102041000.0,73719000.0,25569000.0,-34458000.0,0.0,-23000.0,-4583000.0,0.0,-63000.0,96858000.0,-67821000.0,-830000.0,37402000.0,-181686000.0,-34112000.0,28288000.0,8574000.0
0929.HK,IPE GROUP,Industrials,Metal Fabrication,hk_market,0.550000011920929,HKD,1052249984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,2469098000.0,1578338000.0,268269000.0,2455972000.0,1525820000.0,362508000.0,854301000.0,9534000.0,840383000.0,10194000.0,50000000.0,0.0,151045000.0,250000.0,170000000.0,0.0,0.0,0.0,2001709000.0,1937950000.0,2061300000.0,2006346000.0,136620000.0,3124000.0,0.0,142631000.0,3725000.0,0.0,706879000.0,1030808000.0,763995000.0,172592000.0,730044000.0,793731000.0,611264000.0,166225000.0,81432000.0,0.0,-3013000.0,27410000.0,0.0,-6103000.0,83614000.0,-159308000.0,-16175000.0,840383000.0,161740000.0,-51779000.0,-67457000.0,924246000.0
0931.HK,CHINA LNG,Energy,Oil & Gas Refining & Marketing,hk_market,0.3449999988079071,HKD,5643800064,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,1398071000.0,299605000.0,696627000.0,1586724000.0,364305000.0,746894000.0,36318000.0,6724000.0,26601000.0,3000.0,123014000.0,73067000.0,126839000.0,77133000.0,507076000.0,2106000.0,516008000.0,2626000.0,192121000.0,97486000.0,320614000.0,223881000.0,0.0,68026000.0,0.0,0.0,77968000.0,0.0,560959000.0,432547000.0,466673000.0,136541000.0,656316000.0,775235000.0,724604000.0,128184000.0,-198790000.0,0.0,-7380000.0,-82264000.0,0.0,-7798000.0,-7494000.0,-94178000.0,35042000.0,26601000.0,41283000.0,13658000.0,-40049000.0,68420000.0
0932.HK,SHUNTEN INTL,Consumer Defensive,Packaged Foods,hk_market,0.10400000214576721,HKD,3107889920,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,229424000.0,130108000.0,108307000.0,246773000.0,77983000.0,143815000.0,61680000.0,8874000.0,35276000.0,0.0,89364000.0,1356000.0,121328000.0,2371000.0,0.0,0.0,208000.0,208000.0,121091000.0,123606000.0,102655000.0,105159000.0,0.0,0.0,0.0,0.0,67036000.0,0.0,69949000.0,162993000.0,50447000.0,116392000.0,72853000.0,223147000.0,61699000.0,161317000.0,-43888000.0,0.0,-14821000.0,-127377000.0,0.0,-14552000.0,10465000.0,30285000.0,-61660000.0,16312000.0,31175000.0,4214000.0,-55728000.0,36652000.0
0934.HK,SINOPEC KANTONS,Energy,Oil & Gas Midstream,hk_market,2.7699999809265137,HKD,2486159872,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.20000001029700473,0.0,15888761000.0,6165481000.0,470729000.0,15846528000.0,5823364000.0,239233000.0,5283170000.0,0.0,4197541000.0,0.0,6967000.0,6967000.0,6869000.0,6869000.0,10877000.0,10877000.0,15943000.0,15943000.0,15230508000.0,15196532000.0,15399173000.0,15364863000.0,17956000.0,7733299000.0,0.0,18575000.0,7904666000.0,0.0,1971215000.0,636517000.0,353253000.0,153791000.0,2099076000.0,601239000.0,331147000.0,181699000.0,1050396000.0,0.0,0.0,2302098000.0,0.0,-58514000.0,160757000.0,1537573000.0,-1284230000.0,4197541000.0,658858000.0,4324694000.0,-1405478000.0,3781081000.0
0936.HK,KAISA CAPITAL,Industrials,Rental & Leasing Services,hk_market,0.4699999988079071,HKD,1060000000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,517237000.0,229850000.0,298007000.0,550016000.0,253531000.0,287186000.0,25560000.0,0.0,26356000.0,0.0,129492000.0,26702000.0,135896000.0,37161000.0,82905000.0,39876000.0,128397000.0,37584000.0,134128000.0,134128000.0,132236000.0,132236000.0,0.0,0.0,0.0,0.0,0.0,0.0,284818000.0,214744000.0,80336000.0,59778000.0,292788000.0,143061000.0,76193000.0,63684000.0,4478000.0,-2424000.0,-3697000.0,-131900000.0,-5172000.0,0.0,52894000.0,-82354000.0,22925000.0,26356000.0,-68609000.0,115803000.0,-128968000.0,29953000.0
