,shortName,sector,industry,market,price,priceCurrency,sharesOutstanding,reportCurrency,fxRate,lastFiscalYearEnd,mostRecentQuarter,lastDividend,lastBuyback,totalAssets,currentAssets,currentLiabilities,totalAssets_-1,currentAssets_-1,currentLiabilities_-1,cashAndCashEquivalents,otherShortTermInvestments,cashAndCashEquivalents_-1,otherShortTermInvestments_-1,currentDebtAndCapitalLease,currentCapitalLease,currentDebtAndCapitalLease_-1,currentCapitalLease_-1,longTermDebtAndCapitalLease,longTermCapitalLease,longTermDebtAndCapitalLease_-1,longTermCapitalLease_-1,totalEquityAndMinorityInterest,commonStockEquity,totalEquityAndMinorityInterest_-1,commonStockEquity_-1,investmentProperties,longTermEquityInvestment,longTermFinancialAssets,investmentProperties_-1,longTermEquityInvestment_-1,longTermFinancialAssets_-1,netPPE,totalRevenue,costOfRevenue,sellingGeneralAndAdministration,netPPE_-1,totalRevenue_-1,costOfRevenue_-1,sellingGeneralAndAdministration_-1,netIncomeCommonStockholders,interestPaidCfo,interestPaidCff,netIncomeCommonStockholders_-1,interestPaidCfo_-1,interestPaidCff_-1,cfo,cfi,cff,endCashPosition,cfo_-1,cfi_-1,cff_-1,endCashPosition_-1
0855.HK,CHINA WATER,Utilities,Utilities—Regulated Water,hk_market,7.039999961853027,HKD,1632320000,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.3200003675749853,-0.0,57256642000.0,17193969000.0,20981517000.0,57064442000.0,16498915000.0,19248385000.0,6302752000.0,1046015000.0,6022821000.0,1149409000.0,8838214000.0,36985000.0,7728900000.0,36805000.0,13787452000.0,311653000.0,14509511000.0,338095000.0,19876786000.0,12380662000.0,20482744000.0,12969212000.0,1315458000.0,2360427000.0,425984000.0,1398863000.0,2743534000.0,396688000.0,4561643000.0,12949828000.0,7987628000.0,1171461000.0,4739464000.0,10345533000.0,6006949000.0,1012735000.0,1893573000.0,-468076000.0,0.0,1692464000.0,-370577000.0,0.0,3728413000.0,-4216094000.0,2533026000.0,6022821000.0,2653702000.0,-3982910000.0,-518064000.0,3901218000.0
0856.HK,VSTECS,Technology,Electronics & Computer Distribution,hk_market,4.699999809265137,HKD,1450919936,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.2206448419770007,0.015685221103750827,33220414000.0,31372221000.0,24001733000.0,32176432000.0,29955056000.0,22529574000.0,3233385000.0,1731343000.0,3247498000.0,1139994000.0,6985121000.0,106353000.0,4837848000.0,102530000.0,1615846000.0,117851000.0,1690002000.0,147002000.0,7554228000.0,7554228000.0,7911430000.0,7911430000.0,0.0,698750000.0,0.0,0.0,1000193000.0,0.0,619564000.0,78335446000.0,74696377000.0,2043531000.0,680397000.0,69961881000.0,66834568000.0,1742984000.0,1314026000.0,0.0,-146521000.0,1067580000.0,0.0,-193908000.0,689632000.0,-10082000.0,-1088619000.0,3247498000.0,2616286000.0,-7507000.0,-1641997000.0,3559192000.0
0857.HK,PETROCHINA,Energy,Oil & Gas Integrated,hk_market,4.130000114440918,HKD,21098999808,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,1.889473451954069,0.0,2793316000000.0,769989000000.0,753973000000.0,2772369000000.0,752630000000.0,752209000000.0,235264000000.0,37827000000.0,221155000000.0,31271000000.0,110022000000.0,7288000000.0,103962000000.0,6985000000.0,359993000000.0,120517000000.0,360491000000.0,121763000000.0,1512725000000.0,1342959000000.0,1495512000000.0,1334617000000.0,0.0,272805000000.0,779000000.0,0.0,270918000000.0,936000000.0,1650134000000.0,2614349000000.0,2001288000000.0,212637000000.0,1651722000000.0,1933836000000.0,1481672000000.0,211949000000.0,92170000000.0,0.0,-12821000000.0,19006000000.0,0.0,-16700000000.0,341469000000.0,-213032000000.0,-107971000000.0,136789000000.0,318575000000.0,-181986000000.0,-99400000000.0,118631000000.0
0858.HK,EXTRAWELL PHAR,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,0.0729999989271164,HKD,2390000128,HKD,1.0,1970-01-01 00:00:01.648684800,1664496000.0,0.0,0.0,1347239000.0,877519000.0,54190000.0,1317101000.0,194382000.0,64063000.0,98854000.0,697461000.0,111881000.0,1905000.0,1282000.0,1282000.0,2194000.0,2194000.0,90533000.0,0.0,83113000.0,39000.0,1198074000.0,1198771000.0,1164924000.0,1165653000.0,2615000.0,319240000.0,0.0,2681000.0,320365000.0,634907000.0,133715000.0,73925000.0,36369000.0,50498000.0,148390000.0,78802000.0,36236000.0,53434000.0,130588000.0,0.0,-135000.0,-121098000.0,0.0,-212000.0,-1766000.0,-9376000.0,-1935000.0,111881000.0,-852000.0,-44000.0,-1904000.0,126710000.0
0859.HK,ZHONGCHANG INTL,Real Estate,Real Estate Services,hk_market,0.20200000703334808,HKD,1125030016,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1925104000.0,121587000.0,851630000.0,1970120000.0,141514000.0,873828000.0,116307000.0,0.0,136575000.0,0.0,837776000.0,443000.0,858891000.0,1094000.0,0.0,0.0,0.0,0.0,1055189000.0,1055189000.0,1078392000.0,1078392000.0,1802900000.0,0.0,0.0,1827300000.0,0.0,0.0,617000.0,36594000.0,5655000.0,9033000.0,1306000.0,36990000.0,4186000.0,25382000.0,246283000.0,-18481000.0,0.0,-181080000.0,-34710000.0,0.0,67153000.0,-96814000.0,-193694000.0,136575000.0,-33027000.0,202959000.0,-31344000.0,356144000.0
0860.HK,APOLLO FMG,Consumer Cyclical,Luxury Goods,hk_market,0.20000000298023224,HKD,9613100032,HKD,1.0,1970-01-01 00:00:01.664496,1664496000.0,0.0,0.0,5110716000.0,1445457000.0,1378212000.0,0.0,0.0,0.0,251702000.0,988000.0,0.0,0.0,288738000.0,11636000.0,0.0,0.0,46465000.0,30942000.0,0.0,0.0,3588820000.0,3603668000.0,0.0,0.0,13590000.0,26987000.0,1041846000.0,0.0,0.0,0.0,193073000.0,528559000.0,397051000.0,337700000.0,0.0,357705000.0,231790000.0,227202000.0,-349589000.0,0.0,-6823000.0,-345177000.0,0.0,-6350000.0,-281727000.0,-43757000.0,294723000.0,150053000.0,-461821000.0,222655000.0,-23604000.0,184541000.0
0861.HK,DC HOLDINGS,Technology,Information Technology Services,hk_market,3.9000000953674316,HKD,1673609984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.10932475412383773,0.043532842595661765,28556091000.0,15349099000.0,10478793000.0,29600899000.0,15919783000.0,10902167000.0,2189611000.0,789914000.0,2779214000.0,1073588000.0,1920220000.0,96800000.0,1933383000.0,110346000.0,2166681000.0,80232000.0,2256190000.0,105609000.0,14342637000.0,9769975000.0,14867349000.0,10159493000.0,5776876000.0,1809519000.0,1034558000.0,5839539000.0,1904740000.0,1166943000.0,1096630000.0,20539460000.0,16774760000.0,1854942000.0,1198541000.0,19819527000.0,16460691000.0,1921882000.0,711588000.0,0.0,-97108000.0,612970000.0,0.0,-142123000.0,540700000.0,20370000.0,-926225000.0,2779214000.0,1145674000.0,1509790000.0,-1536256000.0,3076717000.0
0862.HK,VISION VALUES,Industrials,Conglomerates,hk_market,0.10000000149011612,HKD,3924189952,HKD,1.0,1970-01-01 00:00:01.656547200,1656547200.0,0.0,0.0,478053000.0,94092000.0,145559000.0,529123000.0,158039000.0,147913000.0,22893000.0,0.0,45318000.0,0.0,88551000.0,1246000.0,69525000.0,1525000.0,307000.0,307000.0,819000.0,819000.0,329328000.0,270854000.0,328602000.0,291293000.0,282789000.0,0.0,0.0,289268000.0,0.0,0.0,101113000.0,127122000.0,96192000.0,0.0,81695000.0,55120000.0,33534000.0,0.0,-37546000.0,0.0,-2444000.0,-68934000.0,0.0,-1386000.0,5812000.0,-8730000.0,-4277000.0,22893000.0,-25535000.0,-15941000.0,56340000.0,30819000.0
0863.HK,BC TECH GROUP,Technology,Software—Application,hk_market,3.4000000953674316,HKD,438452992,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,3471605000.0,3154085000.0,2466752000.0,5278759000.0,4965155000.0,3949913000.0,1019529000.0,0.0,954519000.0,0.0,145465000.0,44128000.0,162593000.0,43493000.0,87736000.0,87736000.0,112587000.0,112587000.0,893177000.0,905884000.0,1191143000.0,1194517000.0,0.0,9376000.0,74736000.0,0.0,19017000.0,25013000.0,129432000.0,352019000.0,49390000.0,624675000.0,154574000.0,256898327.843915,49811173.873571,476043311.60249,-375675000.0,0.0,-23425000.0,-294087266.72292,0.0,-38815758.841259,-415337000.0,-104323000.0,1056782000.0,954519000.0,-42132998.81592,-8597481.097952,251181675.443459,414006522.894487
0864.HK,WING LEE PPT,Real Estate,Real Estate Services,hk_market,0.3700000047683716,HKD,386176000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1045828000.0,51866000.0,54897000.0,1057989000.0,46323000.0,47507000.0,50781000.0,0.0,45266000.0,0.0,42770000.0,0.0,33624000.0,0.0,59622000.0,0.0,70814000.0,0.0,927989000.0,927989000.0,936514000.0,936514000.0,881400000.0,0.0,99957000.0,894310000.0,0.0,104467000.0,12529000.0,28934000.0,1573000.0,8917000.0,12780000.0,30331000.0,731000.0,10937000.0,17406000.0,0.0,-2103000.0,-96600000.0,0.0,-2368000.0,15657000.0,-21244000.0,-15412000.0,45266000.0,13559000.0,-1015000.0,45248000.0,66265000.0
0865.HK,JIANDE INT'L,Real Estate,Real Estate—Development,hk_market,0.07400000095367432,HKD,5837989888,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1333030000.0,1229071000.0,434810000.0,1442897000.0,1331222000.0,610578000.0,138394000.0,0.0,251513000.0,0.0,103013000.0,175000.0,108082000.0,152000.0,57604000.0,92000.0,25890000.0,90000.0,815295000.0,803037000.0,784910000.0,772086000.0,97330000.0,0.0,0.0,105071000.0,0.0,0.0,2248000.0,105609000.0,64966000.0,26901000.0,2995000.0,480024000.0,321638000.0,27038000.0,11121000.0,0.0,-827000.0,98884000.0,0.0,-36000.0,24971000.0,13209000.0,52924000.0,251513000.0,-203703000.0,157368000.0,53733000.0,160409000.0
0866.HK,CHINA QINFA,Energy,Thermal Coal,hk_market,0.27000001072883606,HKD,2493410048,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,7636318000.0,1850233000.0,4140927000.0,7864590000.0,1871854000.0,4580923000.0,1016360000.0,20460000.0,1030439000.0,20112000.0,1461483000.0,8214000.0,1484683000.0,8833000.0,2055210000.0,5842000.0,2223707000.0,6925000.0,688487000.0,-121938000.0,284592000.0,-482021000.0,0.0,0.0,0.0,0.0,0.0,0.0,5759239000.0,4559180000.0,2618061000.0,255251000.0,5967233000.0,2247363000.0,1892048000.0,210637000.0,2788686000.0,-42401000.0,0.0,-2906441000.0,-42401000.0,0.0,1887867000.0,-18766000.0,-989725000.0,1030439000.0,527081000.0,-139679000.0,-394072000.0,154904000.0
0867.HK,CMS,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,13.699999809265137,HKD,2451990016,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.47097826355912864,0.06179429728966727,16984663000.0,8559283000.0,2711940000.0,15807879000.0,7379718000.0,2081254000.0,4019112000.0,1232964000.0,3385739000.0,977874000.0,1784213000.0,13378000.0,1120682000.0,16922000.0,18512000.0,18512000.0,591623000.0,17810000.0,13957705000.0,13832485000.0,12846987000.0,12752444000.0,0.0,2759138000.0,326360000.0,0.0,2687286000.0,400471000.0,512411000.0,8337221000.0,2090283000.0,2981142000.0,544867000.0,6945964000.0,1811749000.0,2304413000.0,3017402000.0,0.0,-17608000.0,2530398000.0,0.0,-27203000.0,2493852000.0,-1519525000.0,-258392000.0,3385739000.0,2692027000.0,-353821000.0,-1034556000.0,2668426000.0
0868.HK,XINYI GLASS,Basic Materials,Building Materials,hk_market,15.9399995803833,HKD,4105690112,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,1.2617978606954348,0.2467253914364592,58749738000.0,22675476000.0,16370908000.0,56498665000.0,19431943000.0,10285784000.0,11468786000.0,1010200000.0,9220384000.0,314456000.0,6911451000.0,32956000.0,4633544000.0,30867000.0,8910308000.0,5353000.0,10911569000.0,21513000.0,32922108000.0,32810494000.0,34706524000.0,34598647000.0,1592135000.0,9328522000.0,27441000.0,1661384000.0,9482532000.0,25275000.0,22697478000.0,30459120000.0,14681992000.0,4008221000.0,23846526000.0,18615879000.0,10844444000.0,2763396000.0,11555887000.0,-171830000.0,0.0,6422213000.0,-253988000.0,0.0,10947124000.0,-5016830000.0,-2118691000.0,9220384000.0,4504329000.0,-3637652000.0,-1024764000.0,5244554000.0
0869.HK,PLAYMATES TOYS,Consumer Cyclical,Leisure,hk_market,0.5899999737739563,HKD,1180000000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1215893000.0,1156948000.0,233691000.0,1259026000.0,1204954000.0,250012000.0,912244000.0,60505000.0,893997000.0,71241000.0,6104000.0,6104000.0,8503000.0,8503000.0,12016000.0,12016000.0,13816000.0,13816000.0,970186000.0,970186000.0,995198000.0,995198000.0,0.0,0.0,0.0,0.0,0.0,0.0,17476000.0,625108000.0,321584000.0,265767000.0,21942000.0,289240000.0,147231000.0,192525000.0,42981000.0,0.0,0.0,-30063000.0,0.0,0.0,25310000.0,-71975000.0,-8932000.0,893997000.0,-43183000.0,1688000.0,-8360000.0,949943000.0
0871.HK,CH DREDG ENV,Industrials,Engineering & Construction,hk_market,0.054999999701976776,HKD,1503879936,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,2201809000.0,614685000.0,784375000.0,2269649000.0,627664000.0,822041000.0,28216000.0,0.0,32075000.0,0.0,268764000.0,917000.0,325196000.0,1322000.0,187757000.0,159000.0,211284000.0,522000.0,1154799000.0,1002460000.0,1160689000.0,1020086000.0,439272000.0,1913000.0,3000000.0,439272000.0,2017000.0,3000000.0,1141408000.0,387389000.0,352462000.0,43818000.0,1192130000.0,286341000.0,329895000.0,81637000.0,22593000.0,0.0,-36550000.0,-526583000.0,0.0,-25337000.0,116232000.0,-27426000.0,-86040000.0,32075000.0,36430000.0,-9793000.0,-9940000.0,29309000.0
0872.HK,TITAN INVO TECH,Consumer Cyclical,Auto Parts,hk_market,0.05999999865889549,HKD,2063609984,HKD,1.0,1970-01-01 00:00:01.640908800,1640908800.0,0.0,0.0,820020000.0,202096000.0,919427000.0,0.0,0.0,0.0,24114000.0,0.0,0.0,0.0,715375000.0,501000.0,0.0,0.0,117028000.0,4379000.0,0.0,0.0,-300439000.0,-300439000.0,0.0,0.0,0.0,0.0,251142000.0,0.0,0.0,0.0,29860000.0,273111000.0,204239000.0,98567000.0,0.0,730299000.0,612639000.0,158923000.0,-498959000.0,0.0,-71905000.0,-246077000.0,0.0,-49606445.0,-117939000.0,6792000.0,19292000.0,31117000.0,-155524806.0,-558864565.0,766370878.0,113873675.0
0873.HK,SHIMAO SERVICES,Real Estate,Real Estate Services,hk_market,2.5199999809265137,HKD,2468169984,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.08643488956715227,0.026908195314962552,18456620000.0,12498907000.0,8161645000.0,18160457000.0,13933933000.0,7831183000.0,7047187000.0,13976000.0,9842099000.0,0.0,2949543000.0,15905000.0,2680912000.0,21071000.0,531253000.0,17720000.0,556831000.0,10302000.0,9443706000.0,8635178000.0,9227123000.0,8527037000.0,19948000.0,50178000.0,0.0,20177000.0,42184000.0,0.0,1754531000.0,8343432000.0,5953343000.0,873332000.0,546986000.0,5025688000.0,3447939000.0,614780000.0,1110447000.0,0.0,-19003000.0,692952000.0,0.0,-17637000.0,1204703000.0,-1236428000.0,4153193000.0,9842099000.0,964129000.0,175932000.0,4009589000.0,5830046000.0
0874.HK,BAIYUNSHAN PH,Healthcare,Drug Manufacturers—Specialty & Generic,hk_market,23.0,HKD,219900000,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,5.757419976762165,0.0,69552608334.32,52858434043.62,31987021482.76,66800574031.89,52489254500.66,30677951346.84,21672994078.24,50668596.07,22548728664.32,50668596.07,9066928177.4,0.0,9152355346.11,0.0,2228347015.61,476447098.46,1747614782.81,496995246.2,33878996404.65,31428817121.34,32958796572.16,30540678635.76,208448956.5,1652999740.16,4220699678.94,209469045.89,1628036876.4,1945580297.62,6043159701.44,69014052347.03,55780767281.43,6430355709.31,5934111735.13,61673702450.01,51233326115.24,5031491315.6,3719877680.46,0.0,0.0,2915244576.05,0.0,0.0,5673496754.37,-931568821.98,-1493979493.04,21013364042.22,585185023.09,-1088056492.26,1439376193.23,17765132774.1
0875.HK,CHINA FIN INV,Consumer Defensive,Farm Products,hk_market,5.800000190734863,HKD,379256992,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1318526000.0,1262625000.0,868625000.0,1320526000.0,1234427000.0,851935000.0,32402000.0,0.0,142841000.0,0.0,440980000.0,7224000.0,322743000.0,11815000.0,18192000.0,18192000.0,30727000.0,30727000.0,424357000.0,427353000.0,436015000.0,438950000.0,0.0,0.0,0.0,0.0,0.0,0.0,53714000.0,562279000.0,486642000.0,59695000.0,83867000.0,328690000.0,283561000.0,37898000.0,35711000.0,-8751000.0,0.0,-68089000.0,-4166000.0,0.0,-7314000.0,-16930000.0,100857000.0,142841000.0,-110726000.0,-238000.0,134903000.0,64597000.0
0876.HK,KAISA HEALTH,Healthcare,Medical Instruments & Supplies,hk_market,0.07699999958276749,HKD,5042140160,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,840305000.0,506324000.0,272259000.0,971333000.0,575834000.0,261991000.0,202447000.0,0.0,259264000.0,0.0,6876000.0,6876000.0,6753000.0,6753000.0,25043000.0,25043000.0,25528000.0,25528000.0,542033000.0,532636000.0,682844000.0,651117000.0,0.0,0.0,206870000.0,0.0,0.0,230343000.0,57327000.0,209626000.0,112211000.0,157302000.0,89358000.0,183810000.0,93847000.0,111438000.0,2359000.0,0.0,-1143000.0,-39692000.0,0.0,-152000.0,-122810000.0,129167000.0,83408000.0,259264000.0,-31048000.0,-19913000.0,-6473000.0,176600000.0
0878.HK,SOUNDWILL HOLD,Real Estate,Real Estate Services,hk_market,7.389999866485596,HKD,283308992,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.20000071159054492,0.0,22367378000.0,2375983000.0,957148000.0,22276604000.0,2271225000.0,2128556000.0,738743000.0,474749000.0,885358000.0,253996000.0,227279000.0,20631000.0,1409887000.0,13729000.0,1763763000.0,33100000.0,491042000.0,15699000.0,19526648000.0,19512214000.0,19541700000.0,19525224000.0,19805135000.0,0.0,40030000.0,19808515000.0,0.0,28605000.0,137937000.0,568891000.0,77435000.0,162974000.0,151707000.0,690290000.0,106784000.0,164874000.0,-807930000.0,0.0,-24614000.0,-185807000.0,0.0,-36885000.0,393318000.0,-41713000.0,-72229000.0,885358000.0,264665000.0,210135000.0,-190921000.0,601806000.0
0880.HK,SJM HOLDINGS,Consumer Cyclical,Resorts & Casinos,hk_market,4.199999809265137,HKD,7101810176,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,49613500000.0,3414100000.0,4646700000.0,49906200000.0,4225800000.0,19069500000.0,2123200000.0,134800000.0,3024200000.0,177200000.0,372400000.0,143800000.0,13529900000.0,344000000.0,26416600000.0,622300000.0,10027900000.0,639900000.0,18151100000.0,18103000000.0,20405100000.0,20343500000.0,0.0,384600000.0,422900000.0,0.0,498300000.0,481100000.0,44912400000.0,5890200000.0,336600000.0,9524100000.0,44225400000.0,4138500000.0,204100000.0,7228500000.0,-4143700000.0,0.0,-499600000.0,-3024900000.0,0.0,-506900000.0,-4540200000.0,-787700000.0,3044500000.0,3024200000.0,-7492800000.0,2539000000.0,1523300000.0,5307600000.0
0881.HK,ZHONGSHENG HLDG,Consumer Cyclical,Auto & Truck Dealerships,hk_market,42.95000076293945,HKD,2401819904,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.4634772982545822,0.011170279651408868,87441890000.0,42705460000.0,28540190000.0,85474054000.0,40346938000.0,28380889000.0,11747211000.0,127139000.0,11183928000.0,160991000.0,13182380000.0,431819000.0,15615384000.0,395983000.0,13719216000.0,4099818000.0,13114810000.0,4248986000.0,41932279000.0,41461038000.0,40706491000.0,40243791000.0,0.0,60847000.0,0.0,0.0,55694000.0,0.0,22000908000.0,175103062000.0,156633507000.0,9742846000.0,22244324000.0,148348067000.0,134866359000.0,7968918000.0,8328950000.0,0.0,-757246000.0,5539799000.0,0.0,-881754000.0,10872277000.0,-9416562000.0,1300593000.0,10950038000.0,9324365000.0,-3234130000.0,-3963605000.0,8210363000.0
0882.HK,TIANJIN DEV,Industrials,Conglomerates,hk_market,1.6200000047683716,HKD,1072769984,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.10133299926482656,0.0,22694823000.0,10676665000.0,5447557000.0,23457987000.0,10752276000.0,5330810000.0,4594562000.0,3796567000.0,3998814000.0,3947328000.0,2292378000.0,894000.0,2306763000.0,4500000.0,7873000.0,7873000.0,8909000.0,8909000.0,17066244000.0,12455784000.0,17875658000.0,12898693000.0,267203000.0,7136757000.0,1395790000.0,242054000.0,7238272000.0,1859691000.0,2527038000.0,3540957000.0,2525599000.0,1000578000.0,2655803000.0,3746170000.0,2696484000.0,1057982000.0,470379000.0,-48613000.0,0.0,294478000.0,-70488000.0,0.0,-395981000.0,78064000.0,-157903000.0,3998814000.0,260269000.0,788013000.0,-196267000.0,4330691000.0
0883.HK,CNOOC,Energy,Oil & Gas E&P,hk_market,11.460000038146973,HKD,44576800768,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1664496000.0,0.4592747717933314,0.0,919814000000.0,315484000000.0,166637000000.0,786569000000.0,207982000000.0,93951000000.0,129572000000.0,123794000000.0,41432000000.0,120738000000.0,23279000000.0,1223000000.0,16537000000.0,1208000000.0,106503000000.0,5425000000.0,118605000000.0,5712000000.0,549813000000.0,548691000000.0,481976000000.0,480912000000.0,0.0,44832000000.0,8586000000.0,0.0,41540000000.0,7158000000.0,491180000000.0,248702000000.0,79079000000.0,8961000000.0,474182000000.0,158097000000.0,66781000000.0,8821000000.0,70320000000.0,0.0,-6832000000.0,24956000000.0,0.0,-6000000000.0,147893000000.0,-96235000000.0,-33333000000.0,41432000000.0,82338000000.0,-50850000000.0,-38698000000.0,24019000000.0
0884.HK,CIFI HOLD GP,Real Estate,Real Estate—Development,hk_market,1.0800000429153442,HKD,10413100032,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.2240009212272974,0.0,410014500000.0,328892601000.0,203670843000.0,432749532000.0,351526976000.0,223739669000.0,31139923000.0,36014000.0,46462460000.0,431061000.0,19417997000.0,71872000.0,17804946000.0,69783000.0,94960279000.0,165154000.0,96531867000.0,155023000.0,105658348000.0,43879511000.0,107399793000.0,43914699000.0,45791004000.0,29583610000.0,1131018000.0,40754214000.0,34413661000.0,1429194000.0,759917000.0,107834741000.0,87037295000.0,6134022000.0,738778000.0,71798663000.0,56189600000.0,5013795000.0,7612919000.0,0.0,-6404710000.0,8031895000.0,0.0,-6114976000.0,4837322000.0,-12449500000.0,2935072000.0,46462460000.0,17142384000.0,-37340968000.0,13115239000.0,51052696000.0
0887.HK,EMPEROR WATCH&J,Consumer Cyclical,Luxury Goods,hk_market,0.18000000715255737,HKD,6779460096,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.006999967449915351,0.0,5327157000.0,3380094000.0,429100000.0,5350255000.0,3435633000.0,535366000.0,609015000.0,0.0,556344000.0,0.0,227086000.0,190654000.0,325795000.0,160343000.0,129998000.0,129998000.0,91111000.0,91111000.0,4765054000.0,4765054000.0,4720790000.0,4720790000.0,0.0,0.0,0.0,0.0,0.0,0.0,1851925000.0,3926608000.0,2697103000.0,954115000.0,1823754000.0,2626609000.0,1786545000.0,766492000.0,204695000.0,0.0,-16378000.0,33993000.0,0.0,-33139000.0,973562000.0,-17439000.0,-808602000.0,556344000.0,576838000.0,10020000.0,-427260000.0,405111000.0
0888.HK,BISON FINANCE,Financial Services,Financial Conglomerates,hk_market,0.05700000002980232,HKD,1421840000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,314156000.0,248855000.0,118286000.0,341954000.0,293396000.0,135937000.0,137193000.0,65408000.0,147437000.0,73023000.0,101587000.0,8587000.0,97773000.0,7773000.0,15388000.0,15388000.0,0.0,0.0,177095000.0,177095000.0,202369000.0,202369000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,26471000.0,75573000.0,31353000.0,19153000.0,9199000.0,298230000.0,261782000.0,25377000.0,-258760000.0,0.0,-6902000.0,-343973000.0,0.0,-773000.0,-19657000.0,28250000.0,-13097000.0,142397000.0,112443000.0,24109000.0,-81705000.0,146901000.0
0889.HK,DATRONIX HOLD,Technology,Electronic Components,hk_market,0.46000000834465027,HKD,320000000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.02,0.0,948377000.0,321399000.0,40286000.0,989499000.0,351936000.0,45414000.0,166634000.0,0.0,208215000.0,0.0,542000.0,542000.0,576000.0,576000.0,440000.0,440000.0,690000.0,690000.0,843878000.0,843878000.0,878189000.0,878189000.0,84200000.0,0.0,3920000.0,84200000.0,0.0,0.0,529061000.0,243601000.0,158192000.0,86205000.0,543566000.0,230806000.0,150915000.0,80902000.0,3826000.0,0.0,0.0,-6908000.0,0.0,0.0,-7706000.0,-35938000.0,-7120000.0,208215000.0,8771000.0,-85151000.0,-10020000.0,256722000.0
0893.HK,CHINAVTM MINING,Basic Materials,Steel,hk_market,0.09000000357627869,HKD,2249019904,CNY,1.153969367345174,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,1162186000.0,238666000.0,216394000.0,1161614000.0,246178000.0,133562000.0,3747000.0,0.0,6436000.0,0.0,90212000.0,2600000.0,19885000.0,2305000.0,72000.0,72000.0,75012000.0,400000.0,922367000.0,627583000.0,930137000.0,635240000.0,0.0,0.0,0.0,0.0,0.0,0.0,174783000.0,714760000.0,690098000.0,19376000.0,902342000.0,488135000.0,441548000.0,35087000.0,8311000.0,0.0,-4097000.0,-17054000.0,0.0,-5217000.0,-18218000.0,-21619000.0,-1603000.0,6436000.0,36842000.0,-8226000.0,-4692000.0,47173000.0
0894.HK,MAN YUE TECH,Technology,Electronic Components,hk_market,0.7300000190734863,HKD,475548000,HKD,1.0,1970-01-01 00:00:01.640908800,1656547200.0,0.0,0.0,3478920000.0,2033112000.0,1786254000.0,3446333000.0,1949152000.0,1657514000.0,270404000.0,14000.0,215732000.0,14000.0,1185777000.0,21859000.0,1098043000.0,23081000.0,27584000.0,27584000.0,38841000.0,38841000.0,1606661000.0,1571524000.0,1689629000.0,1650533000.0,159549000.0,210955000.0,45697000.0,163526000.0,220611000.0,37709000.0,776319000.0,2091264000.0,1733775000.0,264331000.0,820930000.0,1599599000.0,1327722000.0,208748000.0,76494000.0,0.0,-37945000.0,24064000.0,0.0,-39740000.0,76478000.0,-106208000.0,-21884000.0,215732000.0,131544000.0,-77859000.0,-25248000.0,263486000.0
